,KNN,Ridge Linear Regression,Random Forest,Neural Network,Gradient Boosting,Ada Boosting,Support Vector
0,0.2912051399773382,0.4380826859853928,0.37641276286842096,0.23508216280554262,0.2884241698848111,0.20034759958678483,0.36453839704363833
